cid,cid_geom
CHIC784,POINT(-87.57944228497277 40.2187472137015)
CHIC802,POINT(-88.58209839975207 40.44612099489481)
CHIC512,POINT(-87.94924507158456 41.50068612916441)
CHIC497,POINT(-88.59231669904821 39.75007112668339)
CHIC793,POINT(-88.25942828791383 41.9349502062733)
CHIC789,POINT(-88.55812110537575 40.97519234618603)
CHIC223,POINT(-87.80811394562667 41.32485443836282)
CHIC646,POINT(-88.16968074730872 40.31112619124135)
CHIC225,POINT(-87.7485209675069 41.11091508601092)
CHIC191,POINT(-88.54197615270911 40.95745719872686)
CHIC157,POINT(-89.76256689184217 40.03707236166801)
CHIC169,POINT(-87.75305370937569 39.93610742542876)
CHIC227,POINT(-88.90412405801383 40.22590258236832)
CHIC138,POINT(-88.22824618410748 41.16581662884072)
CHIC688,POINT(-89.27672633721082 37.61466585351572)
CHIC637,POINT(-88.08166446871597 40.48012940297978)
CHIC136,POINT(-87.80440886432119 39.00577545873407)
CHIC236,POINT(-89.01252503772184 38.41518839899003)
CHIC689,POINT(-89.8615190370749 40.42210424038807)
CHIC632,POINT(-87.9017418545644 41.3322854818947)
CHIC237,POINT(-87.66578670503227 40.65801328959137)
CHIC132,POINT(-88.61594536262314 40.80196072314643)
CHIC629,POINT(-88.47483599477266 41.09833851901182)
CHIC155,POINT(-88.21057679324102 38.68622341609019)
CHIC251,POINT(-88.0512942695315 41.51979349626954)
CHIC626,POINT(-88.98863911861615 40.25846147451546)
CHIC258,POINT(-90.24510653955872 39.84073620558174)
CHIC273,POINT(-88.02894123173802 41.37203405449581)
CHIC274,POINT(-88.46785765445928 40.00316344513836)
CHIC698,POINT(-87.99658578458781 41.5300927174631)
CHIC118,POINT(-87.76880157367567 40.05037664927192)
CHIC280,POINT(-89.95340133207246 40.04862934070029)
CHIC281,POINT(-87.577816666135 40.23529711256919)
CHIC616,POINT(-88.06674657694391 41.07518531003711)
CHIC654,POINT(-87.89035659226785 41.50061599507924)
CHIC285,POINT(-87.93288620556314 41.72694931219216)
CHIC705,POINT(-88.57503600789259 40.479103068321)
CHIC612,POINT(-90.99192590481348 39.455243533374)
CHIC706,POINT(-87.99954129009153 41.76965127730987)
CHIC598,POINT(-89.97212046317777 38.94260190653318)
CHIC311,POINT(-87.93735925098292 40.78668578822346)
CHIC318,POINT(-89.0332630759375 37.24644658540323)
CHIC320,POINT(-88.85392181315338 37.48299968819584)
CHIC537,POINT(-88.0250344087931 41.53746787256773)
CHIC538,POINT(-89.1929304129725 37.30687068128909)
CHIC063,POINT(-87.7549903847947 39.85956117795742)
CHIC427,POINT(-87.97075852943156 41.32740974832745)
CHIC007,POINT(-90.88516166974858 39.9067270066895)
CHIC422,POINT(-88.44741790241878 40.91577778567493)
CHIC068,POINT(-87.58817596773912 39.24604663242233)
CHIC072,POINT(-88.01259443630329 41.75284652303053)
CHIC545,POINT(-89.49035475178646 38.29386096918348)
CHIC407,POINT(-88.41419288800574 38.93406188664365)
CHIC402,POINT(-88.49915606562433 40.94484199872947)
CHIC550,POINT(-87.72840815268665 41.44218192891616)
CHIC681,POINT(-87.99943518391373 41.47414908527856)
CHIC671,POINT(-87.92054709316054 41.42923080302077)
CHIC373,POINT(-88.24552951793727 41.82234944410199)
CHIC370,POINT(-87.98597336930722 41.45387390755445)
CHIC367,POINT(-88.31822306163076 40.57287224858172)
CHIC083,POINT(-88.10948227990852 41.94837299385798)
CHIC870,POINT(-87.54371281187268 40.61121749914001)
CHIC869,POINT(-87.7678444962384 41.33784049123248)
CHIC559,POINT(-88.5402032661785 38.19394601546458)
CHIC004,POINT(-87.77663735675954 41.44690739228854)
CHIC680,POINT(-87.82242669196984 39.21466142738698)
CHIC866,POINT(-88.28529245344507 40.41800818265173)
CHIC865,POINT(-87.82009218699247 41.06712271472905)
CHIC001,POINT(-87.92406246926816 41.39595775093095)
CHIC170,POINT(-88.64302322906732 40.70025236556889)
CHIC162,POINT(-87.85592048734874 39.10956086954627)
CHIC848,POINT(-87.82368046449743 41.10600400904001)
CHIC096,POINT(-88.2684614453277 39.91330297815782)
CHIC642,POINT(-88.84741964486763 38.07354256073809)
CHIC470,POINT(-89.77868269009878 38.6489584810426)
CHIC772,POINT(-87.61576777745982 40.64906696946839)
CHIC128,POINT(-89.46079984662926 40.88976483215251)
CHIC563,POINT(-88.99586560341676 40.91265378112205)
CHIC482,POINT(-89.11522923252984 37.93326639699789)
CHIC057,POINT(-88.86756014266066 38.14451430673475)
CHIC766,POINT(-88.94336185886966 37.69783702672794)
CHIC322,POINT(-88.64187400253037 38.50127872917614)
CHIC395,POINT(-87.96275069501257 40.87294372899883)
CHIC634,POINT(-88.73922190354372 39.57506735565762)
WIMA009,POINT(-91.08552502614916 44.24403244536524)
WIMA464,POINT(-90.06333190763438 42.56165557804287)
WIMA498,POINT(-92.3390515650757 45.12858999062082)
WIMA497,POINT(-92.27699794921135 46.30737381310017)
WIMA169,POINT(-92.44260163974194 45.15981617110681)
WIMA067,POINT(-92.05179921184582 45.57071670623311)
WIMA155,POINT(-89.84852804218382 44.0564890504698)
WIMA310,POINT(-91.01302446453701 46.16259991305209)
WIMA266,POINT(-92.38732540622199 45.20205178330163)
WIMA425,POINT(-90.52459389173362 45.96167355723475)
WIMA482,POINT(-90.35321117032105 46.26218102425121)
WIMA470,POINT(-89.66978898990551 43.47375648059009)
WIMA658,POINT(-89.0922390758301 43.52481418803608)
WIMA391,POINT(-90.71053561993999 44.50597654870305)
WIMA059,POINT(-90.91064371146436 44.72636549155177)
WIMA027,POINT(-91.8635835822197 45.7237652292654)
WIMA006,POINT(-91.64255668857976 44.06571272707753)
WIMA284,POINT(-91.54077219539931 45.37230620228265)
WIMA356,POINT(-91.82165776925928 45.38960071961382)
WIMA679,POINT(-92.27045689322681 45.37082613855815)
WIMA285,POINT(-91.048595067397 45.05882193127525)
WIMA039,POINT(-91.68802854214971 44.46933275599869)
WIMA232,POINT(-92.22809965938707 44.58774974024307)
WIMA292,POINT(-92.09727220100483 44.58649537221883)
WIMA278,POINT(-90.75021924933803 46.52649709704774)
WIMA190,POINT(-91.33952970244611 44.24272648686313)
WIMA712,POINT(-91.45320861793743 44.97470579737249)
WIMA629,POINT(-91.74859322291013 44.24635059714689)
WIMA245,POINT(-90.91508227445978 46.38223883733989)
WIMA030,POINT(-92.38232953093714 45.55362798463332)
WIMA571,POINT(-90.3154761510245 44.75863552246791)
WIMA551,POINT(-92.77102230060277 45.72782535229852)
WIMA520,POINT(-91.31196817276398 45.35438559785268)
WIMA404,POINT(-91.33558351540972 45.16579095435557)
WIMA419,POINT(-91.2111930724312 44.29033001488845)
WIMA543,POINT(-91.98106926499331 45.38139114534724)
WIMA647,POINT(-91.58667568582179 44.96970552468466)
WIMA178,POINT(-90.66353777173244 45.57826912109084)
WIMA031,POINT(-90.39108699829218 42.91167354315598)
WIMA248,POINT(-92.23551930583106 44.76897199497529)
WIMA175,POINT(-91.35391186821424 45.04510594778811)
WIMA309,POINT(-91.27534076452264 45.02022020323084)
WIMA547,POINT(-91.28543691900059 45.0651512894712)
WIMA215,POINT(-90.82890466426151 44.77582132424428)
WIMA186,POINT(-90.6454726395088 46.53712599915374)
WIMA026,POINT(-91.24636876693897 45.0270222125008)
WIMA048,POINT(-92.07948299944641 44.67026813846739)
WIMA481,POINT(-91.99792974036228 44.51020639743422)
WIMA214,POINT(-90.06705332760122 46.13903710363695)
WIMA669,POINT(-90.50083797907934 44.36417180886425)
WIMA613,POINT(-90.54696410620808 42.81494012128829)
WIMA022,POINT(-92.03072631750317 45.36123141365018)
WIMA070,POINT(-90.6714213683917 44.5522376228844)
WIMA149,POINT(-91.22533372372739 46.77156890108132)
WIMA174,POINT(-90.89876300125198 45.48463688209052)
WIMA369,POINT(-90.39511386354408 44.76877607451914)
WIMA632,POINT(-90.65793958381705 45.11710614036686)
WIMA078,POINT(-92.3333198361549 44.79239831878453)
WIMA452,POINT(-90.56309559886661 44.62597480785679)
WIMA585,POINT(-90.6085627410967 44.83598230795484)
WIMA698,POINT(-90.28220639821555 44.43465050878503)
WIMA584,POINT(-90.45160684604818 44.88491564343171)
WIMA478,POINT(-90.47692838521922 45.56898817343285)
WIMA322,POINT(-90.20915914961031 46.03286394632524)
WIMA479,POINT(-91.00459063845304 45.1231980159509)
WIMA244,POINT(-91.14213274672915 45.75678755583679)
WIMA105,POINT(-91.07551444086832 43.8497421243829)
WIMA130,POINT(-90.72393050599919 44.6935983254947)
WIMA463,POINT(-90.86126053205209 43.15995607921844)
WIMA250,POINT(-92.31138204605422 45.97659731774394)
WIMA241,POINT(-90.50845377343016 44.75967574409505)
WIMA648,POINT(-89.29151190158143 43.52122947440132)
WIMA449,POINT(-89.66981323248447 44.07405141945169)
WIMA259,POINT(-90.43292952522955 44.10075708976475)
WIMA271,POINT(-91.2367189947115 46.23579210327846)
WIMA407,POINT(-89.67397204081014 42.5622392008118)
WIMA042,POINT(-89.48073414842455 43.39464412814624)
WIMA531,POINT(-89.28699181660465 43.48543640922572)
WIMA135,POINT(-89.67899261791558 43.31552507536543)
WIMA408,POINT(-90.12686388275584 42.7176371389524)
WIMA230,POINT(-89.61436616258358 43.11175075837776)
WIMA592,POINT(-89.83244129104219 42.91375894115929)
WIMA610,POINT(-89.82042730749495 44.20264528117593)
WIMA122,POINT(-91.22521449190812 46.0087235846605)
WIMA687,POINT(-90.81854217464233 45.44197673333071)
WIMA696,POINT(-89.4405548903997 43.58883574463394)
WIMA433,POINT(-89.96842502025292 43.83915736406151)
WIMA493,POINT(-92.07919722901023 45.50014792299771)
WIMA336,POINT(-90.62137520458658 44.15421571522734)
WIMA702,POINT(-89.60820405594566 42.76918990542257)
WIMA058,POINT(-90.24474230347246 43.81649061775845)
WIMA011,POINT(-89.40300226702486 43.68358303989644)
WIMA316,POINT(-91.06086613307393 45.20213448661013)
WIMA693,POINT(-91.84337254322912 46.44507942829459)
WIMA546,POINT(-90.49449974509943 43.4461545022268)
WIMA467,POINT(-91.26117625802286 44.47818117809844)
WIMA516,POINT(-91.42177641572914 44.52974524599296)
WIMA711,POINT(-92.27780929955321 44.76810631994729)
WIMA084,POINT(-89.71626299500078 43.84769248545562)
WIMA081,POINT(-90.25686457421943 45.72485439142816)
WIMA073,POINT(-89.33552825936897 43.02041239695347)
WIMA069,POINT(-90.48278656086482 43.59246815783145)
WIMA068,POINT(-89.27460314585768 43.86979685845242)
WIMA719,POINT(-89.01779839631986 43.31067449748862)
WIMA060,POINT(-90.47801596335988 43.24595054648551)
WIMA057,POINT(-89.81496159210782 43.39357596743125)
WIMA576,POINT(-91.31526849475111 46.03189508700979)
WIMA053,POINT(-89.67885765031285 42.7673998516747)
WIMA046,POINT(-91.15079179818056 45.20960503099077)
WIMA043,POINT(-91.08898642212169 44.15914769770314)
WIMA041,POINT(-89.30240781056082 42.86832722724257)
WIMA295,POINT(-89.62846642217696 42.55987451988219)
WIMA029,POINT(-90.06736503851478 42.72178994028468)
WIMA028,POINT(-91.56871537591029 45.00520815583456)
WIMA296,POINT(-92.5191513169137 45.92582860451389)
WIMA023,POINT(-91.15569538493381 44.44933237975754)
WIMA297,POINT(-89.77836190316516 44.00027044565184)
WIMA561,POINT(-90.10915174288729 46.07079358947325)
WIMA560,POINT(-89.34255969647583 43.25399799753889)
WIMA014,POINT(-89.93051306579316 43.12026867995473)
WIMA012,POINT(-89.33571689938464 43.19277662591367)
WIMA556,POINT(-89.01981823977447 43.62281423542736)
WIMA005,POINT(-89.52998362759004 43.44509753910791)
WIMA555,POINT(-91.301846987437 44.73052889518008)
WIMA002,POINT(-90.39788148388814 42.76802065476928)
WIMA552,POINT(-89.6904351121613 42.5622488491133)
WIMA299,POINT(-89.4837762672482 42.77285737849819)
WIMA301,POINT(-92.010184222666 46.64804028368935)
WIMA549,POINT(-90.10971515372445 42.7184615471286)
WIMA303,POINT(-90.11625902875562 43.44099923358014)
WIMA305,POINT(-90.77318926006247 45.70537433607897)
WIMA538,POINT(-91.13253264181664 45.82565743019098)
WIMA537,POINT(-91.95998363271227 44.44787975596086)
WIMA534,POINT(-91.38144381305965 45.60090408158122)
WIMA530,POINT(-89.62619776867626 43.51389264326701)
WIMA427,POINT(-91.3262086108682 44.10245485727368)
WIMA524,POINT(-89.66621375567831 43.99952799318395)
WIMA521,POINT(-92.26902814277231 45.97400861247026)
WIMA519,POINT(-89.07508311683756 43.29499386150864)
WIMA514,POINT(-90.62871345247713 46.23275120928716)
WIMA513,POINT(-90.459236056725 42.95519248337469)
WIMA512,POINT(-90.1844655945088 42.57192831887315)
WIMA511,POINT(-90.36534583930894 42.88405850226853)
WIMA314,POINT(-90.92247169605031 46.81440576435192)
WIMA171,POINT(-90.04793793865483 42.90162221939485)
WIMA508,POINT(-89.3179680932745 43.26855057041722)
WIMA588,POINT(-91.13048765801258 44.19114284598609)
WIMA412,POINT(-89.47749925926608 42.82263546396994)
WIMA418,POINT(-90.43108649983829 43.23052826011957)
WIMA406,POINT(-89.47045525832405 42.68269873803106)
WIMA401,POINT(-89.20654108212524 43.01216787107886)
WIMA400,POINT(-89.21731871867331 42.89699756432772)
WIMA399,POINT(-89.94766374893726 42.96734628810729)
WIMA398,POINT(-90.9928549525121 43.18587423922921)
WIMA397,POINT(-90.96995642043545 45.59333985512438)
WIMA396,POINT(-89.40166955316553 43.03874999993103)
WIMA390,POINT(-89.37912727571678 42.50547401133913)
WIMA387,POINT(-89.5594685564795 42.70052102242825)
WIMA384,POINT(-89.36093641848231 43.12449197110066)
WIMA382,POINT(-89.2270397439604 43.36748390901192)
WIMA378,POINT(-89.67982301393111 43.39650464084666)
WIMA377,POINT(-92.09441443365142 46.70714986194238)
WIMA375,POINT(-89.90306352751733 42.96247921410266)
WIMA461,POINT(-89.38765735627089 43.09081925565695)
WIMA370,POINT(-90.8595124150481 42.79538697505883)
WIMA368,POINT(-90.21697775015511 45.2838647579786)
WIMA363,POINT(-91.2832520574793 45.54002781895729)
WIMA362,POINT(-90.4382929291655 43.2371399486416)
WIMA359,POINT(-89.40797371260496 42.85748566854689)
WIMA351,POINT(-91.55173762396406 44.05417797697687)
WIMA350,POINT(-89.30771593873924 43.36706737520496)
WIMA346,POINT(-90.76968279412573 42.91488072791537)
WIMA421,POINT(-90.77365213195155 43.69457370809047)
WIMA342,POINT(-89.53708878801929 42.97780095606638)
WIMA339,POINT(-89.66766657629576 43.84544312672485)
WIMA465,POINT(-90.1177312405673 44.3090520479137)
WIMA338,POINT(-90.5788790052587 42.6022827942251)
WIMA337,POINT(-89.49193397896096 43.46688763039703)
WIMA468,POINT(-91.84222475155312 44.26154942463977)
WIMA469,POINT(-92.25214848051854 44.69702905480472)
WIMA330,POINT(-90.05079933535809 43.61560958195591)
WIMA329,POINT(-91.25509844472971 44.73846242343038)
WIMA327,POINT(-89.31572983090744 43.39032663916426)
WIMA323,POINT(-90.6461442100531 46.45955427850563)
WIMA473,POINT(-90.96953500704815 46.01803723102988)
WIMA476,POINT(-90.07554463567742 43.89908004291455)
WIMA321,POINT(-89.89291941725318 43.00588448320104)
WIMA485,POINT(-90.66737704045406 43.7369976647845)
WIMA492,POINT(-90.83035210238488 45.76416596934615)
WIMA500,POINT(-90.40505842627503 43.13898005934437)
WIMA502,POINT(-92.40402210767917 45.60701212449856)
WIMA503,POINT(-89.76164150522726 43.70090828081641)
WIMA504,POINT(-91.59482844316686 45.14334626508599)
WIMA505,POINT(-89.24728688962142 43.20295308069475)
WIMA506,POINT(-89.46735591947119 43.19011472768226)
WIMA315,POINT(-89.31121395644941 43.25009859163853)
WIMA260,POINT(-91.17242163939333 46.09171107183787)
WIMA257,POINT(-91.21994617149954 46.17553814713957)
WIMA443,POINT(-89.53302852390136 42.78834667472994)
WIMA446,POINT(-89.11393265104623 43.47105404710105)
WIMA252,POINT(-91.87642141799422 44.86172888935384)
WIMA251,POINT(-89.50432384129846 43.15314336051986)
WIMA247,POINT(-89.46030305589038 43.14261037659121)
WIMA273,POINT(-90.35814496835626 43.25480984872909)
WIMA277,POINT(-89.98666963337708 42.61080510311163)
WIMA447,POINT(-89.25861523268212 43.38734553276055)
WIMA280,POINT(-91.03086444592472 46.71770065970744)
WIMA282,POINT(-90.0471577127517 42.75305145027826)
WIMA283,POINT(-89.80841156070272 44.45596397939739)
WIMA243,POINT(-91.44973501368439 46.69717360892814)
WIMA239,POINT(-89.506636955381 42.76962461287781)
WIMA233,POINT(-90.33266542627788 45.75594748428473)
WIMA289,POINT(-90.89788436287795 46.41999408345728)
WIMA229,POINT(-89.62187970334456 43.06476698812786)
WIMA226,POINT(-92.28682187008795 44.85689954431075)
WIMA290,POINT(-91.96414081377428 45.94435003815079)
WIMA217,POINT(-90.04476117530913 42.82007665636036)
WIMA211,POINT(-89.97195028445833 43.84396950609444)
WIMA206,POINT(-90.73603771387201 43.86170618403538)
WIMA204,POINT(-90.9895223064073 43.86502515588501)
WIMA203,POINT(-91.32470756534777 46.65503598999327)
WIMA593,POINT(-91.13094564052258 46.61879868752634)
WIMA200,POINT(-89.38248847393504 42.60027287608964)
WIMA595,POINT(-91.99202750206862 45.85055165014428)
WIMA598,POINT(-90.10393970784456 42.91918352390005)
WIMA196,POINT(-89.98125773761423 44.25589327979792)
WIMA614,POINT(-90.35859652675893 42.70528860732064)
WIMA436,POINT(-89.29751880959755 43.04513013687991)
WIMA195,POINT(-90.27112007310495 44.42705294209208)
WIMA616,POINT(-90.528974246282 43.97295863272616)
WIMA618,POINT(-89.69327851914944 43.55189968565918)
WIMA194,POINT(-90.05946160940172 43.85812132367383)
WIMA619,POINT(-91.84277804137581 46.58813522154074)
WIMA620,POINT(-89.35103985088757 42.87944490367612)
WIMA191,POINT(-91.21293840778384 46.33573067805573)
WIMA621,POINT(-90.55782875615414 44.85374991553633)
WIMA623,POINT(-91.73656098288825 44.73448702390964)
WIMA625,POINT(-89.35254047433035 43.86648959164094)
WIMA634,POINT(-92.23633768110193 45.84503849030442)
WIMA637,POINT(-90.13410798199797 45.27903368355044)
WIMA638,POINT(-89.42735483941014 43.03374872370232)
WIMA450,POINT(-91.63133965361445 46.70424266060893)
WIMA431,POINT(-89.63643495657065 42.72679454892673)
WIMA183,POINT(-89.69080664287573 42.95324517849618)
WIMA182,POINT(-89.45906076933292 43.05796220984931)
WIMA646,POINT(-89.40726909199469 43.08316144136206)
WIMA651,POINT(-89.5806637595506 42.75376208119194)
WIMA653,POINT(-90.75665787653152 43.43306454450767)
WIMA654,POINT(-89.44413489110755 43.51519936697388)
WIMA662,POINT(-90.44337688726611 45.96695590644809)
WIMA664,POINT(-89.44414691877449 43.08556429404947)
WIMA170,POINT(-90.2451677482812 43.72610929529397)
WIMA666,POINT(-92.42614060865598 45.58866278645989)
WIMA667,POINT(-89.53655584014379 43.78776657502569)
WIMA668,POINT(-89.34908139647419 43.19717236220858)
WIMA166,POINT(-90.35568560596907 43.94099522207242)
WIMA165,POINT(-89.50092858203355 43.78366236469055)
WIMA164,POINT(-90.0873973785293 43.69972848634938)
WIMA673,POINT(-89.63229966863344 42.65175726376334)
WIMA674,POINT(-91.02272610438911 45.84910251339383)
WIMA160,POINT(-92.5034784424657 45.38799540974992)
WIMA159,POINT(-89.41983617333324 43.17722406161261)
WIMA158,POINT(-89.6638978882688 42.60916950585131)
WIMA157,POINT(-91.45059599838136 44.95361136576204)
WIMA676,POINT(-89.09148529163392 43.02620813485117)
WIMA147,POINT(-89.50533989406746 43.8130540179434)
WIMA146,POINT(-89.42968808233601 43.03868293883833)
WIMA684,POINT(-90.76676889927555 43.33795330094438)
WIMA142,POINT(-91.24352887012827 43.91580113735508)
WIMA689,POINT(-90.4593748980827 44.42876356958318)
WIMA691,POINT(-89.33450649868338 42.91968992511738)
WIMA136,POINT(-89.14295788230777 42.91197236699263)
WIMA133,POINT(-89.52669749623502 42.67237329654176)
WIMA132,POINT(-90.86057816492924 43.62215305518215)
WIMA129,POINT(-90.06075538089294 43.56971517197997)
WIMA128,POINT(-90.99038679709255 42.75977463539709)
WIMA127,POINT(-90.26120020541892 43.42101276804723)
WIMA125,POINT(-90.67745110370485 43.59542134130081)
WIMA124,POINT(-89.70071751711443 43.47248920039957)
WIMA123,POINT(-91.4016966362497 45.19315404325419)
WIMA121,POINT(-89.57618102502192 42.72234791287226)
WIMA120,POINT(-92.13056006148801 44.48596094955393)
WIMA118,POINT(-89.4310924589982 43.07667955089851)
WIMA117,POINT(-89.48837731752059 42.69574886334134)
WIMA695,POINT(-91.60513938322698 45.61970268259802)
WIMA113,POINT(-90.4853042173533 44.2673741270179)
WIMA112,POINT(-90.37457437326583 43.77042512261056)
WIMA110,POINT(-89.39998129463899 43.04478606350715)
WIMA700,POINT(-91.91044259898626 45.24371232816175)
WIMA108,POINT(-90.58307023243873 42.78259032737736)
WIMA107,POINT(-89.30685211265569 43.10477902521764)
WIMA106,POINT(-89.19885173655345 43.56189097110586)
WIMA104,POINT(-89.92401277095281 42.97673142028073)
WIMA103,POINT(-90.90927842862743 44.61181238273398)
WIMA701,POINT(-90.61506891967811 43.07679300624854)
WIMA704,POINT(-91.0763268922067 44.01167277316741)
WIMA092,POINT(-89.99151727000715 43.02632837877847)
WIMA091,POINT(-89.41301439908462 43.05645672129976)
WIMA144,POINT(-91.97037182541284 46.47368346191515)
WIMA313,POINT(-91.42741535150707 46.17147188814163)
WIMA256,POINT(-91.02536946671472 44.49259846201579)
WIMA558,POINT(-89.30020735745147 43.08600143893904)
WIMA631,POINT(-92.633266545598 45.09768853448681)
WIMA475,POINT(-91.82306989127129 45.87240823911115)
WIMA434,POINT(-92.1688046765593 45.87890032169967)
WIMA328,POINT(-90.6588707353898 44.87132459357333)
WIMA344,POINT(-90.245087424809 44.36661348888166)
WIMA111,POINT(-90.90516954976711 44.74984110943544)
WIMA709,POINT(-90.36235670543924 45.87257760163973)
WIMA148,POINT(-92.42446577549927 45.02103298013147)
WIMA074,POINT(-91.85682816050333 46.41578396013551)
WIMA575,POINT(-90.95370598056775 46.05782644272711)
WIMA487,POINT(-90.89325024409415 44.53969993787646)
WIMA352,POINT(-90.98565354574829 46.68888794457067)
WIMA414,POINT(-90.56650897750437 43.10655664306439)
WIMA579,POINT(-92.06763326160072 44.57469685071376)
WIMA633,POINT(-91.66325295740783 44.94525373417775)
WIMA640,POINT(-90.46290969052238 42.80644400105939)
WIMA681,POINT(-92.29114217918107 45.26194118700201)
WIMA643,POINT(-91.63968385396561 45.55156029640008)
WIMA332,POINT(-91.87060964681814 44.89667035946834)
WIMA021,POINT(-90.71536812280448 44.92553072445772)
WIMA557,POINT(-92.43759979827439 45.22830513492926)
WIMA216,POINT(-90.394853096422 45.72517269825408)
WIMA483,POINT(-91.79014909321589 45.38537440199003)
WIMA441,POINT(-91.31857917551311 44.7246571956)
WIMA428,POINT(-89.63506961188251 43.23146922338908)
WIMA371,POINT(-91.21439363821258 45.7730906152756)
WIMA163,POINT(-90.99337904290441 44.69260135756573)
WIMA445,POINT(-89.24074587770977 43.81210037948479)
WIMA221,POINT(-90.56718886165918 44.5733287769532)
WIMA201,POINT(-91.25793017579093 44.25250420390056)
WIMA325,POINT(-91.57321779157473 44.80306674067071)
WIMA550,POINT(-90.88669926518975 46.30460434713829)
WIMA374,POINT(-91.17348345376779 46.1612698247243)
WIMA612,POINT(-89.06595298301605 43.39892247517967)
WIMA050,POINT(-91.92338084561293 44.49535363529846)
WIMA692,POINT(-91.78907428579699 45.11825643818589)
WIMA114,POINT(-91.59204042451603 44.45672842920593)
WIMA126,POINT(-91.18258678232887 45.17665018980986)
WIMA071,POINT(-91.09190849129938 44.77042080234096)
WIMA717,POINT(-89.69643386583164 42.67514169542805)
WIMA548,POINT(-91.33139160368758 44.67292953151941)
WIMA533,POINT(-91.32203339563769 44.74008817709871)
WIMA261,POINT(-91.58431070619683 45.3194566839796)
WIMA242,POINT(-91.25783774453996 44.71134073786781)
WIMA432,POINT(-92.17027107041056 45.55625429726022)
WIMA161,POINT(-91.27023087497518 44.71882892327017)
WIMA660,POINT(-92.04848087890817 46.02788366845523)
WIMA017,POINT(-91.67024303218103 44.95641449718123)
WIMA597,POINT(-90.48037444959233 43.72803196315683)
WIMA559,POINT(-91.98705565605427 44.65749400171048)
WIMA253,POINT(-90.39638911584191 44.13788053805289)
WIMA544,POINT(-91.73795341895409 44.71179719373372)
WIMA300,POINT(-91.37130597361913 44.55170749006016)
WIMA035,POINT(-90.1017982496256 46.07815006330063)
WIMA568,POINT(-90.7016396634289 45.27667980286751)
WIMA181,POINT(-92.42693616034877 45.57359312809634)
WIMA236,POINT(-92.08765001084605 44.80293646832659)
WIMA710,POINT(-91.39198049168611 44.68856200305252)
WIMA706,POINT(-90.69814637434317 44.49673597316167)
WIMA528,POINT(-90.47543387439661 43.88366608684279)
WIMA705,POINT(-91.51695532908363 44.59619765842878)
WIMA703,POINT(-90.67466572414803 44.12980280687955)
WIMA097,POINT(-89.31628260144898 43.62631479745767)
WIMA606,POINT(-91.60153447029904 44.69562158670632)
WIMA462,POINT(-91.39267312063696 45.30773063217553)
WIMA227,POINT(-90.83328208513929 43.1058704700544)
WIMA694,POINT(-90.67517952789669 42.83661362839955)
WIMA099,POINT(-90.66611981234655 42.89017312645721)
WIMA095,POINT(-90.67621472577837 42.96110226416269)
WIMA218,POINT(-90.17072573296863 43.50725962835334)
WIMA472,POINT(-90.11731940735851 43.29344784163077)
WIMA455,POINT(-90.99795629790572 43.81417844548235)
WIMA645,POINT(-89.56063054734136 42.85845186187397)
WIMA490,POINT(-90.54780859979535 42.60024825661712)
WIMA580,POINT(-90.84375710221171 43.05310842040578)
WIMA052,POINT(-90.59374284142042 42.97915929785263)
WIMA088,POINT(-92.09495253610794 45.1740754801149)
WIMA417,POINT(-89.49503261328373 42.64124855155024)
WIMA198,POINT(-91.08131784394219 46.80677442667862)
WIMA501,POINT(-90.83198091352243 44.62595238640888)
WIMA454,POINT(-92.52875405596609 45.95736073403162)
WIMA525,POINT(-90.8964459708695 44.31016058488927)
WIMA001,POINT(-89.86264828246341 44.05458166744911)
WIMA341,POINT(-90.7583063596411 45.95833042443817)
WIMA590,POINT(-89.59881183293766 42.69276905576069)
WIMA098,POINT(-90.65894356071342 44.20141837330888)
WIMA032,POINT(-89.45768870677678 43.80973347491205)
WIMA267,POINT(-89.59956704309387 42.66071449039112)
WIMA596,POINT(-91.28651761243432 46.28260268422692)
WIMA541,POINT(-89.34925701988284 42.85100044467458)
WIMA177,POINT(-89.56124093253244 43.36693472942198)
WIMA458,POINT(-90.60181522923384 44.03573299301912)
WIMA179,POINT(-89.8329961590007 42.57055809514562)
WIMA715,POINT(-91.33574412819794 45.70713163095702)
WIMA388,POINT(-89.11280455581594 43.31496052933798)
WIMA360,POINT(-89.54571521604161 42.57136709169366)
WIMA312,POINT(-91.20019522429516 45.0965309116572)
WIMA435,POINT(-89.85157846986758 43.21608286290515)
WIMA416,POINT(-89.78148059551586 42.63417552668639)
WIMA080,POINT(-89.23806178143023 43.09403621499678)
WIMA334,POINT(-90.3448344058843 43.04754545038621)
WIMA172,POINT(-89.99632481205825 46.3057829411784)
WIMA554,POINT(-91.44398736044153 46.52412930413178)
WIMA577,POINT(-89.6209825507362 43.71264664016093)
WIMA270,POINT(-90.21857161214962 46.1856033773309)
WIMA131,POINT(-91.87816739466857 45.24316906465301)
WIMA025,POINT(-90.04774318505142 42.78690000947638)
WIMA517,POINT(-90.37457948308266 43.26774637789146)
WIMA279,POINT(-90.29637922363179 43.80457722689089)
WIMA134,POINT(-90.8282515266867 43.92913025520758)
WIMA281,POINT(-90.33181857900313 44.69235842357765)
WIMA192,POINT(-90.15236680965447 43.35159445985842)
WIMA318,POINT(-91.70466969506718 44.56831734294052)
WIMA529,POINT(-92.20305662705458 45.30733778678298)
